,IAGA,GEOLON,GEOLAT,AACGMLON,AACGMLAT,STATION-NAME,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
385,C01,276.1,42.42,-9.58,52.65,Ann Arbor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,77.0,0.0,42.0,53.0,64.0,61.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,T15,275.31,46.48,-10.59,56.7,Bay Mills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,94.0,17.0,0.0,0.0,27.0,95.0,84.0,83.0,84.0,91.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,T16,240.2,39.19,-55.49,44.77,Carson City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,89.0,93.0,98.0,96.0,100.0,97.0,70.0,46.0,91.0,92.0,84.0,79.0,93.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
388,T17,287.87,44.95,7.22,54.06,Derby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,46.0,61.0,37.0,73.0,39.0,23.0,42.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,T18,259.32,46.09,-33.52,55.29,Fort Yates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,67.0,64.0,66.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,T19,245.33,47.61,-51.74,54.45,Hot Springs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,63.0,97.0,70.0,23.0,60.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,T20,281.62,40.18,-1.88,50.1,Loysburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,99.0,51.0,97.0,93.0,86.0,38.0,0.0,0.0,0.0,31.0,36.0,17.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
392,T21,257.41,43.08,-35.69,51.96,Pine Ridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,88.0,76.0,95.0,84.0,32.0,97.0,90.0,47.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,T22,227.05,56.81,-75.31,60.12,Petersburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,58.0,82.0,89.0,64.0,27.0,94.0,100.0,51.0,68.0,31.0,91.0,71.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,T23,274.86,43.66,-11.31,53.91,Remus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,91.0,76.0,95.0,99.0,51.0,100.0,59.0,37.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,T24,271.3,44.82,-16.46,55.04,Shawano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,81.0,28.0,77.0,88.0,93.0,65.0,80.0,95.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,T25,241.07,45.14,-56.04,51.06,Ukiah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,98.0,96.0,86.0,84.0,24.0,81.0,93.0,100.0,92.0,79.0,93.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,T26,242.15,34.2,-52.21,40.03,San Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,T27,242.32,34.38,-52.06,40.25,Table Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,T28,299.54,53.3,23.66,60.48,Goose Bay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,52.0,80.0,83.0,76.0,38.0,0.0,52.0,85.0,32.0,0.0,46.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0
400,T29,291.6,58.1,14.25,66.7,Kuujjuaq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,98.0,84.0,91.0,85.0,80.0,64.0,90.0,45.0,83.0,83.0,51.0,0.0,86.0,94.0,80.0,23.0,0.0
401,T30,285.58,49.81,4.54,59.25,Chibougamau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,39.0,59.0,48.0,35.0,30.0,83.0,63.0,0.0,28.0,66.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
402,T31,280.8,56.5,-1.92,66.31,Sanikiluaq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,96.0,93.0,88.0,53.0,85.0,87.0,11.0,92.0,46.0,63.0,98.0,98.0,2.0,0.0,69.0,0.0,0.0
403,T32,277.68,49.39,-7.0,59.51,Kapuskasing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,56.0,81.0,87.0,96.0,96.0,94.0,70.0,83.0,48.0,59.0,51.0,99.0,0.0,71.0,53.0,25.0,0.0,0.0
404,T33,259.06,53.99,-35.1,63.19,Flin Flon/The Pas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,86.0,89.0,94.0,87.0,75.0,81.0,91.0,45.0,0.0,78.0,69.0,72.0,0.0,77.0,37.0,83.0,24.0,0.0
405,T34,249.33,64.73,-52.99,72.21,Ekati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,T35,249.14,63.6,-52.58,71.11,Snap Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,55.0,45.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,T36,246.69,54.71,-52.09,61.95,Athabasca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,97.0,99.0,99.0,98.0,97.0,97.0,98.0,57.0,87.0,100.0,87.0,2.0,0.0,70.0,32.0,0.0
408,T37,237.17,53.81,-63.18,59.16,Prince George,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,44.0,95.0,67.0,4.0,83.0,90.0,93.0,27.0,0.0,15.0,78.0,59.0,18.0,0.0,88.0,83.0,98.0,24.0,0.0
409,T38,224.78,61.01,-79.7,63.93,White Horse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,81.0,98.0,98.0,68.0,92.0,87.0,40.0,91.0,97.0,80.0,92.0,57.0,10.0,0.0,16.0,0.0,0.0,0.0,0.0
410,T39,209.58,62.24,-94.4,62.27,Trapper Creek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,22.0,0.0,88.0,17.0,62.0,0.0,38.0,75.0,47.0,54.0,69.0,36.0,70.0,37.0,22.0,21.0,21.0
411,T40,204.4,62.95,-99.13,62.11,McGrath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,77.0,97.0,22.0,48.0,69.0,92.0,36.0,44.0,14.0,21.0,6.0,13.0,0.0,44.0,22.0,24.0,0.0,0.0
412,T41,199.56,66.97,-105.56,65.59,Kiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,49.0,99.0,77.0,96.0,38.0,39.0,62.0,72.0,46.0,73.0,73.0,57.0,0.0,42.0,0.0,0.0,0.0,0.0
413,T42,254.74,55.2,-41.51,63.8,La Ronge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,83.0,93.0,78.0,93.0,86.0,95.0,76.0,57.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,T43,245.7,50.87,-52.17,57.86,Priddis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,89.0,86.0,51.0,29.0,56.0,0.0,23.0,68.0,82.0,98.0,54.0,0.0,53.0,99.0,76.0,69.0,37.0
415,IZN,29.73,40.5,102.63,34.7,Iznik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,95.0,90.0,89.0,92.0,95.0,68.0,94.0,53.0,16.0,43.0,0.0,3.0,89.0,55.0,35.0,0.0,0.0
416,PAG,24.18,47.49,98.37,42.66,Panagjurishte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,98.0,96.0,98.0,95.0,99.0,94.0,99.0,98.0,96.0,97.0,77.0,98.0,99.0,96.0,96.0,98.0,41.0
417,HOR,15.6,77.0,108.72,74.52,Hornsund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.0,100.0,99.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,SAH,234.77,71.98,-78.98,76.44,Sachs Harbour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,E01,23.86,41.35,97.13,35.21,Nevrokopi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,E02,21.97,39.45,95.14,32.68,Klokotos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,E03,24.1,38.63,97.05,31.88,Kimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,E04,23.93,38.08,96.84,31.18,Dionyssos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,E05,22.95,36.72,95.78,29.37,Velies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,BRD,260.03,49.87,-33.04,59.2,Brandon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,69.0,52.0,60.0,95.0,98.0,99.0,99.0,38.0
425,EUA,274.1,80.0,-20.31,87.88,Eureka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,ARS,58.57,56.43,132.43,52.9,Arti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,97.0,99.0,98.0,99.0,99.0,100.0,100.0,99.0,98.0,99.0,95.0,97.0,38.0
427,CKI,96.84,-12.19,168.9,-22.26,Cocos-Keeling Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,41.0,95.0,95.0,100.0,99.0,99.0,99.0,99.0,94.0,38.0
428,CNH,124.86,44.08,-161.26,38.25,Changchun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,100.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,CYG,126.85,36.37,-159.65,29.94,Cheongyang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,99.0,100.0,99.0,98.0,98.0,91.0,71.0,85.0,80.0,92.0,36.0
430,DLT,108.48,11.94,-178.88,4.3,Dalat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,66.0,76.0,85.0,92.0,76.0,64.0,88.0,88.0,23.0,89.0,91.0,24.0
431,DUR,14.28,41.39,88.38,34.49,Duronia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,74.0,0.0,37.0,97.0,50.0,73.0,92.0,94.0,99.0,81.0,99.0,40.0
432,GAN,73.15,0.69,145.72,-7.77,Gan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,99.0,99.0,100.0,92.0,70.0,33.0,89.0,77.0,91.0,94.0,41.0
433,JAI,75.8,26.92,149.2,21.02,Jaipur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.0,13.0,74.0,79.0,97.0,94.0,84.0,83.0,82.0,97.0,99.0,97.0,40.0
434,KHB,134.69,47.61,-151.91,41.44,Khabarovsk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,94.0,100.0,100.0,100.0,88.0,100.0,83.0,95.0,99.0,40.0
435,ORC,315.26,-60.74,20.47,-48.69,Orcadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,70.0,96.0,96.0,97.0,100.0,96.0,98.0,30.0,86.0,99.0,40.0
436,PEG,23.9,38.1,96.81,31.21,Pedeli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,98.0,100.0,77.0,98.0,89.0,95.0,78.0,97.0,99.0,99.0,89.0,98.0,98.0,37.0
437,PET,158.25,52.97,-132.07,46.73,Paratunka,25.0,0.0,12.0,12.0,64.0,9.0,12.0,21.0,68.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,98.0,61.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.0
438,PIL,294.47,-31.4,4.76,-18.39,Pilar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,98.0,98.0,81.0,69.0,92.0,96.0,67.0,99.0,99.0,99.0,99.0,40.0
439,WMQ,87.71,43.81,161.14,39.23,Urumqi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,PG1,77.2,-85.5,33.68,-76.55,Antartica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,70.0,72.0,78.0,77.0,80.0,82.0,84.0,74.0,65.0,83.0,43.0,30.0,23.0,25.0,43.0,0.0
441,PG2,57.96,-84.42,39.07,-75.24,Antartica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,32.0,62.0,66.0,67.0,57.0,65.0,66.0,36.0,0.0,0.0,65.0,35.0,0.0
442,PG3,37.63,-84.81,36.76,-73.53,Antartica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,68.0,0.0,0.0,0.0,67.0,40.0,0.0,24.0,68.0,49.0,0.0
443,PG4,12.25,-83.34,36.39,-70.83,Antartica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,24.0,69.0,51.0,0.0
444,GNG,115.71,-31.36,-172.14,-43.08,Gingin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,96.0,99.0,97.0,90.0,92.0,99.0,95.0,99.0,98.0,98.0,94.0,39.0
445,BRZ,24.75,56.21,100.97,52.66,Birzai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,SUW,23.18,54.01,98.95,50.21,Suwalki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,SZC,19.61,52.91,95.51,48.97,Szczechowo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,ZAG,20.58,50.28,95.7,45.89,Zagorzyce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,VYH,18.84,48.49,93.75,43.71,Vyhne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,WIC,15.52,47.55,90.6,42.48,Conrad Observatorium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,94.0,0.0,54.0,30.0,97.0,36.0,100.0,30.0
451,CST,11.65,46.05,86.9,40.48,Castello Tesino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,P01,16.66,45.41,91.18,39.82,Lonjsko Polje,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,RNC,12.08,43.97,86.87,37.77,Ranchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,SUT,20.67,-32.4,86.49,-40.66,Sutherland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,A01,7.39,8.99,80.26,-6.22,Abuja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,56.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,A02,2.93,36.85,77.88,27.49,Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,81.0,97.0,84.0,88.0,77.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,A03,11.52,3.87,84.18,-11.1,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,58.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,A04,39.46,14.28,112.06,5.78,Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,52.0,58.0,64.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,A05,17.58,-19.2,88.0,-30.49,Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,A06,355.87,5.33,69.02,-8.23,Abidjan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,A07,346.34,9.58,60.64,-3.02,Conakry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,A08,125.4,7.0,-162.23,-0.85,Davao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,89.0,40.0,53.0,96.0,77.0,70.0,99.0,49.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,A09,120.0,14.58,-167.46,7.13,Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,A10,319.5,-9.4,31.08,-10.0,Petrolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,A11,311.55,-1.45,26.47,0.44,Belem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,A12,100.61,14.08,173.36,6.47,Bangkok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,A13,98.35,7.89,171.06,-0.32,Phuket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,GRK,29.38,60.27,106.34,56.98,Gorkovskaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,BBG,14.21,78.06,109.67,75.62,Barentsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,50.0,98.0,90.0,96.0,89.0,98.0,92.0,11.0,0.0,0.0,0.0,0.0
470,PRG,76.23,-69.23,97.38,-74.88,Progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,NVL,11.83,-70.78,53.55,-63.26,Novolazorevskaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,WHS,224.9,60.7,-79.41,63.64,Whitehorse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,T44,281.92,58.47,-0.04,68.14,Inukjuak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,98.0,100.0,63.0,81.0,92.0,32.0,0.0,79.0,41.0,0.0
474,T45,282.24,55.28,0.17,65.01,Kuujjuarapik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,87.0,100.0,88.0,100.0,93.0,31.0,44.0,82.0,1.0,0.0
475,T46,282.71,60.05,1.36,69.6,Puvirnituq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,95.0,0.0,16.0,30.0,70.0,82.0,60.0,33.0,0.0,0.0
476,T47,284.35,62.2,4.23,71.51,Salluit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,96.0,96.0,99.0,99.0,38.0,0.0,23.0,97.0,64.0,0.0
477,T48,293.19,54.8,15.78,63.16,Schefferville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,78.0,100.0,99.0,62.0,0.0,0.0,66.0,47.0,0.0
478,T49,293.73,50.22,15.73,58.42,Spet-lles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,85.0,98.0,73.0,95.0,93.0,97.0,0.0,93.0,63.0,37.0
479,T50,287.55,48.65,7.18,57.83,Saint-Fellicien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,98.0,85.0,85.0,97.0,88.0,81.0,88.0,96.0,50.0,6.0
480,T51,282.22,48.05,-0.43,57.86,Val-dOr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,74.0,58.0,90.0,81.0,60.0,31.0,0.0,0.0,19.0,99.0,53.0,97.0,82.0,90.0,0.0,0.0,99.0,69.0,14.0
481,T52,282.38,53.79,0.26,63.54,Radisson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,90.0,85.0,99.0,100.0,94.0,31.0,0.0,94.0,56.0,37.0
482,T53,281.85,60.82,0.08,70.39,Akulivik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,VNA,351.7,-70.7,41.78,-60.63,Neumayer Station III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,85.0,93.0,95.0,91.0,96.0,99.0,98.0,99.0,99.0,41.0
484,CUL,149.58,-30.28,-133.3,-39.54,Culgoora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,95.0,87.0,90.0,52.0,60.0,72.0,90.0,85.0,56.0,97.0,95.0,73.0,0.0,67.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
485,HOB,147.35,-42.88,-132.46,-53.62,Hobart,0.0,0.0,0.0,6.0,97.0,83.0,98.0,98.0,96.0,99.0,77.0,95.0,32.0,89.0,97.0,65.0,87.0,64.0,78.0,76.0,34.0,23.0,0.0,22.0,0.0,0.0,34.0,58.0,17.0,37.0
486,TWN,146.82,-19.27,-138.28,-27.99,Townsville,0.0,0.0,0.0,18.0,95.0,94.0,36.0,74.0,74.0,76.0,26.0,39.0,79.0,69.0,23.0,0.0,29.0,42.0,66.0,65.0,90.0,51.0,38.0,55.0,0.0,0.0,66.0,46.0,0.0,21.0
